ORF,YPD rep1 fitness,YPD rep1 Q-value,YPD rep2 fitness,YPD rep2 Q-value,YPG fitness,YPG Q-value,YPE fitness,YPE Q-value,SC fitness,SC Q-value,OAK fitness,OAK Q-value,ETH fitness,ETH Q-value,Gene.primaryIdentifier,Gene.symbol,Gene.name,Gene.functionSummary,Gene.phenotypeSummary,Gene.briefDescription,Gene.description,Gene.length,Gene.chromosomeLocation.start,Gene.chromosomeLocation.end,Gene.chromosome.primaryIdentifier,GO.Slim
YAL055W,0.9882,0.27693,0.9796,0.0005,0.9984,0.36176,0.9997,0.42753,1.0792,0,0.8072,0,0.8884,0,S000000051,PEX22,PEroXisome related,"Protein that binds to Pex4p and activates its E2 ubiquitin-conjugating activity, promoting recycling of the peroxisomal import receptor Pex5p; also stimulates Pex4p and autoubiquitination activity; localized to the peroxisomal membrane|uniprot_proteome=UP000002311",,Putative peroxisomal membrane protein,Putative peroxisomal membrane protein; required for import of peroxisomal proteins; functionally complements a Pichia pastoris pex22 mutation,543,42177,42719,chrI,enzyme regulator activity
YAL056W,1.0054,0.42903,0.9899,0.07472,1.1067,0,1.1614,0,1.1001,0,0.8027,0,0.967,0,S000000052,GPB2,,,"Non-essential gene; null mutant is auxotrophic for myo-inositol, has a pseudohyphal growth defect, small cell size in saturated culture, decreased basal and acquired ethanol tolerance, and decreased acquired therotolerance; diploid null mutant is haploinsufficient, and has a sporulation defect",Multistep regulator of cAMP-PKA signaling,"Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; GPB2 has a paralog, GPB1, that arose from the whole genome duplication",2643,39259,41901,chrI,enzyme regulator activity;signal transducer activity
YAL058C-A,0.9568,0.00039,0.9556,0,1.0198,0.02781,1.0213,0.08005,1.0057,0.21401,1.0048,0.49698,0.9967,0.29288,,,,,,,,,,,,
YAL058W,0.9536,0.00013,0.9535,0,1.0059,0.26091,0.9967,0.37815,1.0105,0.06632,0.8064,0,0.9841,0.01892,S000000054,CNE1,CalNExin and calreticulin homolog,,"Non-essential gene; null mutant has decreased competitive fitness, is auxotrophic for myo-inositol, displays increased chitin deposition and increased activation of the cell wall integrity (CWI) pathway",Calnexin,"Calnexin; integral membrane ER chaperone involved in folding and quality control of glycoproteins; chaperone activity is inhibited by Mpd1p, with which Cne1p interacts; 24% identical to mammalian calnexin; Ca+ binding not yet shown in yeast",1509,37464,38972,chrI,unfolded protein binding
YAL059W,0.9257,0,0.9296,0,0.9071,0,0.8975,0,0.9945,0.22019,0.8154,0,0.9538,0,S000000055,ECM1,ExtraCellular Mutant,,"Non-essential gene; null mutant has decreased competitive fitness, displays defective accumulation of 60S ribosomal subunits; null mutant also has increased heat shock resistance, and decreased resistance to various stressors including acid pH, calcofluor white and tunicamycin",Pre-ribosomal factor involved in 60S ribosomal protein subunit export,Pre-ribosomal factor involved in 60S ribosomal protein subunit export; associates with the pre-60S particle; shuttles between the nucleus and cytoplasm,639,36509,37147,chrI,molecular function unknown
YAL060W,1.032,0.00994,0.9956,0.28859,1.0321,0.00063,1.0408,0.00207,1.0304,0,1.0211,0.36086,0.9966,0.28862,S000000056,BDH1,Butanediol DeHydrogenase,,"Non-essential gene; null mutant displays decreased accumulation of (R,R)-butane-2,3-diol and acetoin; null mutant shows filamentous growth defect; heterozygous null mutant displays decreased fitness","NAD-dependent (R,R)-butanediol dehydrogenase","NAD-dependent (R,R)-butanediol dehydrogenase; catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source",1149,35155,36303,chrI,oxidoreductase activity
YAL061W,0.9973,0.48782,1.0068,0.18214,0.9943,0.26617,0.9788,0.08039,1.0091,0.0971,0.9527,0.13697,1.0133,0.04283,S000000057,BDH2,,,Non-essential gene; null mutant displays decreased competitive fitness and sensitivity to hyperosmotic stress; heterozygous null mutant displays decreased fitness and decreased resistance to starvation,Putative medium-chain alcohol dehydrogenase with similarity to BDH1,Putative medium-chain alcohol dehydrogenase with similarity to BDH1; transcription induced by constitutively active PDR1 and PDR3,1254,33448,34701,chrI,oxidoreductase activity
YAL062W,1.0198,0.11074,0.9956,0.28796,1.0099,0.16749,1.0198,0.09546,1.0333,0,1.0217,0.35598,0.9963,0.27724,S000000058,GDH3,Glutamate DeHydrogenase,,"Non-essential gene; null mutant displays decreased competitive fitness, decreased growth in ethanol containing media and increased sensitivity to calcofluor white",NADP(+)-dependent glutamate dehydrogenase,"NADP(+)-dependent glutamate dehydrogenase; synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh1p; expression regulated by nitrogen and carbon sources; GDH3 has a paralog, GDH1, that arose from the whole genome duplication",1374,31567,32940,chrI,oxidoreductase activity
YAL064C-A,1.042,0.00058,0.9974,0.37253,1.0314,0.00081,1.0456,0.00061,0.9961,0.28683,1.0534,0.09914,1.0006,0.37462,S000002140,TDA8,Topoisomerase I Damage Affected,Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311,Non-essential gene; null mutant displays increased competitive fitness; haploinsufficient,Putative protein of unknown function,Putative protein of unknown function; null mutant is sensitive to expression of the top1-T722A allele; not an essential gene,381,13363,13743,chrI,molecular function unknown
YAL065C,1.0041,0.45742,1.0026,0.3735,0.9963,0.31336,1.0048,0.34887,1.044,0,1.0381,0.20711,1.0092,0.11606,S000001817,,,Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311,,Putative protein of unknown function,Putative protein of unknown function; shows sequence similarity to FLO1 and other flocculins,387,11565,11951,chrI,molecular function unknown
YAL066W,0.9834,0.16908,0.9765,6.00E-05,0.9851,0.0769,0.9854,0.17002,1.0201,0.00094,0.9528,0.13778,0.9914,0.12961,S000000061,,,,,Dubious open reading frame,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",309,10091,10399,chrI,molecular function unknown
YAL067C,1.0197,0.11171,1.0115,0.04628,1.0297,0.0015,1.0295,0.02274,1.0483,0,0.9914,0.46615,1.0122,0.05775,S000000062,SEO1,Suppressor of sulfoxyde EthiOnine resistance,Putative transporter based on sequence similarity to membrane transporter gene families|uniprot_proteome=UP000002311,,Putative permease,Putative permease; member of the allantoate transporter subfamily of the major facilitator superfamily; mutation confers resistance to ethionine sulfoxide,1782,7235,9016,chrI,other
YAL068C,1.0086,0.35594,1.0006,0.4579,0.9983,0.35774,1.0312,0.01669,1.0383,0,1.0069,0.47977,0.9991,0.36544,S000002142,PAU8,seriPAUperin,,,Protein of unknown function,Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions,363,1807,2169,chrI,molecular function unknown
YAR002C-A,1.0033,0.47453,0.9881,0.03988,1.0189,0.03396,1.0568,2.00E-05,0.9847,0.01087,1.0004,0.52698,0.9962,0.27547,S000002129,ERP1,Emp24p/Erv25p Related Protein,,"Non-essential gene; null mutant shows slow growth, defects in protein processing, increased resistance to azole antifungals; increased fitness on nonfermentable carbon sources",Member of the p24 family involved in ER to Golgi transport,"Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms heterotrimeric complex with Erp2p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog, ERP6, that arose from the whole genome duplication",660,154065,154724,chrI,molecular function unknown
YAR002W,0.7419,0,0.7568,0,1.0172,0.04965,1.0329,0.0119,0.9696,0,0.701,0,0.9603,0,S000000063,NUP60,NUclear Pore,,Non-essential gene; null mutant displays defects in nuclear export and localization of mRNAs,FG-nucleoporin component of central core of the nuclear pore complex,FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; relocalizes to the cytosol in response to hypoxia; both NUP1 and NUP60 are homologous to human NUP153,1620,152257,153876,chrI,lipid binding;structural molecule activity
YAR003W,0.9164,0,0.918,0,0.934,0,0.8962,0,1.0909,0,0.7947,0,0.9094,0,S000000064,SWD1,"Set1c, WD40 repeat protein",,"Non-essential gene; null mutant displays defects in chromosome maintenance and dynamics, increased accumulation of glycogen and increased flocculation",Subunit of the COMPASS (Set1C) complex,Subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member with similarity to mammalian Rbbp7,1281,155005,156285,chrI,methyltransferase activity;transferase activity
YAR014C,0.9804,0.11395,0.9831,0.00399,0.8743,0,0.9493,0.00014,1.0052,0.23063,0.9987,0.5208,0.953,0,S000000069,BUD14,BUD site selection,,,Protein involved in bud-site selection,"Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly, cytokinesis, and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress",2130,166742,168871,chrI,enzyme regulator activity
YAR015W,0.8576,0,0.7845,0,0.8789,0,0.5613,0,0.5347,0,0.7279,0,0.6356,0,S000000070,ADE1,ADEnine requiring,Phosphoribosylaminoimidazolesuccinocarboxamide synthase involved in the biosynthesis of purine nucleotides|uniprot_proteome=UP000002311,Non-essential gene; null mutant displays adenine auxotrophy and forms red colonies,N-succinyl-5-aminoimidazole-4-carboxamide ribotide synthetase,N-succinyl-5-aminoimidazole-4-carboxamide ribotide synthetase; required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine; protein abundance increases in response to DNA replication stress,921,169375,170295,chrI,ligase activity
YAR018C,0.969,0.01255,0.9817,0.00182,0.9089,0,0.9681,0.01449,1.0191,0.00165,0.855,0,0.9964,0.28081,S000000071,KIN3,protein KINase,,,Nonessential serine/threonine protein kinase,Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol,1308,170396,171703,chrI,kinase activity;transferase activity
YAR020C,1.0107,0.30226,0.9973,0.36666,1.0106,0.15293,1.0201,0.09284,1.0357,0,0.9536,0.14308,1.0009,0.36786,S000000073,PAU7,seriPAUperin family,Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311,,Member of the seripauperin multigene family,"Member of the seripauperin multigene family; active during alcoholic fermentation, regulated by anaerobiosis, inhibited by oxygen, repressed by heme",168,176856,177023,chrI,molecular function unknown
YAR023C,0.9859,0.22377,0.9849,0.01013,0.9801,0.02698,0.9795,0.08813,1.018,0.003,0.9897,0.45249,0.9836,0.01609,S000000074,,,Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311,,Putative integral membrane protein,Putative integral membrane protein; member of DUP240 gene family,540,179281,179820,chrI,molecular function unknown
YAR027W,0.9858,0.22202,0.9929,0.17236,0.9758,0.00865,0.9784,0.07645,1.0309,0,0.9749,0.32395,0.9953,0.24603,S000000075,UIP3,Ulp1 Interacting Protein,Protein whose biological role is unknown; localized to the nuclear envelope in large scale studies|uniprot_proteome=UP000002311,,Putative integral membrane protein of unknown function,Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family,708,183770,184477,chrI,molecular function unknown
YAR028W,0.9962,0.4645,0.9979,0.39677,1.0005,0.38432,1.0027,0.38846,1.0379,0,0.9319,0.03621,1.0015,0.34828,S000000076,,,Protein whose biological role is unknown; localized to the vacuole membrane in large scale studies|uniprot_proteome=UP000002311,,Putative integral membrane protein,Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS,705,184892,185596,chrI,molecular function unknown
YAR029W,0.9787,0.0863,0.9922,0.14178,0.9816,0.03795,0.9882,0.2191,0.9869,0.02726,1.0073,0.47643,0.9814,0.00718,S000000077,,,Protein whose biological role is unknown; localizes to the cytoplasm|uniprot_proteome=UP000002311,,Member of DUP240 gene family but contains no transmembrane domains,Member of DUP240 gene family but contains no transmembrane domains; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern,225,186321,186545,chrI,molecular function unknown
YAR030C,1.0001,0.53761,0.9935,0.19373,1.0043,0.29925,1.0141,0.17838,0.9903,0.08198,1.0294,0.28646,0.9903,0.10419,S000001821,,,,,Dubious open reading frame,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAR029W and the verified gene PRM9",342,186512,186853,chrI,molecular function unknown
YAR031W,1.0028,0.48609,0.992,0.1369,1.0102,0.16276,1.0173,0.12849,1.0295,0,1.0227,0.34578,0.9889,0.07675,S000000078,PRM9,Pheromone-Regulated Membrane protein,Protein whose biological role is unknown; localized to the endoplasmic reticulum and plasma membrane|uniprot_proteome=UP000002311,,Pheromone-regulated protein,"Pheromone-regulated protein; contains 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family; PRM9 has a paralog, PRM8, that arose from a segmental duplication",897,186836,187732,chrI,molecular function unknown
